Date,All,ACT,NSW,NRT,QSL,SA,TAS,VIC,WA,Other
2006-11-25,2949,0,142,517,730,19,1,1,1539,0
2006-11-26,2743,0,65,324,1188,10,1,0,1155,0
2006-05-22,324,0,85,50,3,2,18,3,163,0
2009-06-09,399,0,2,131,115,0,0,0,151,0
2009-06-08,469,0,1,297,54,0,0,0,117,0
2012-12-28,455,0,64,49,216,46,0,1,79,0
2012-12-29,438,0,37,108,161,17,3,2,110,0
2012-12-26,408,0,26,119,67,112,0,0,84,0
2012-12-27,600,0,44,75,69,112,0,9,291,0
2009-06-07,228,0,8,49,94,0,0,0,77,0
2009-06-06,235,0,0,168,16,0,0,0,51,0
2012-12-22,429,0,21,51,207,48,0,0,102,0
2012-12-23,274,0,18,28,48,51,0,1,128,0
2012-12-20,409,0,6,35,269,3,0,0,96,0
2009-06-02,113,0,0,36,54,2,4,0,17,0
2013-05-16,57,0,13,8,5,12,0,1,18,0
2013-05-17,154,0,19,97,16,0,0,0,22,0
2013-05-14,246,0,10,102,8,4,0,1,121,0
2013-05-15,186,0,11,66,22,1,0,11,75,0
2013-05-12,196,1,63,54,23,0,0,2,53,0
2013-05-13,232,0,1,112,0,11,1,6,101,0
2013-05-10,601,7,257,45,12,13,7,81,179,0
2013-05-11,640,2,222,141,6,4,3,91,171,0
2013-05-18,55,0,7,23,2,7,0,4,12,0
2013-05-19,135,0,37,21,40,4,0,30,3,0
2003-01-20,1174,239,394,23,43,23,75,223,154,0
2003-01-21,2452,274,779,32,58,27,91,1108,83,0
2003-01-22,1421,133,366,4,144,5,36,628,105,0
2003-01-23,1448,214,309,1,169,19,47,345,344,0
2003-01-24,1201,172,247,5,82,21,110,466,98,0
2003-01-25,1780,187,476,2,61,2,47,998,7,0
2003-01-26,2420,215,924,0,55,1,28,1144,53,0
2003-01-27,589,22,88,6,168,1,30,262,12,0
2003-01-28,772,74,196,9,95,0,14,377,7,0
2003-01-29,1247,18,455,6,129,6,1,619,13,0
2016-02-18,164,0,42,11,53,1,0,0,57,0
2016-02-19,33,0,13,0,20,0,0,0,0,0
2016-02-12,139,0,8,0,27,8,86,0,10,0
2016-02-13,97,0,10,7,22,0,44,5,9,0
2016-02-10,102,0,26,3,10,2,44,0,17,0
2016-02-11,109,0,12,2,18,0,47,5,25,0
2016-02-16,177,0,47,21,69,1,1,0,38,0
2016-02-17,155,0,60,25,32,0,2,1,35,0
2016-02-14,90,0,23,1,46,0,7,0,13,0
2016-02-15,132,0,42,3,27,1,0,0,59,0
2015-11-08,761,0,1,348,170,4,7,0,231,0
2015-11-09,858,0,14,552,113,0,0,0,179,0
2015-11-02,1309,0,3,640,146,10,0,0,510,0
2015-11-03,976,0,0,228,420,2,0,0,326,0
2015-11-01,1333,0,1,557,346,12,0,0,417,0
2015-11-06,924,0,3,358,184,23,1,0,355,0
2015-11-07,589,0,1,178,106,0,0,0,304,0
2015-11-04,805,0,0,215,159,0,0,0,431,0
2015-11-05,778,0,0,128,122,1,1,0,526,0
2001-12-13,395,0,53,87,228,6,0,0,21,0
2001-12-12,429,0,17,46,304,25,0,0,37,0
2014-03-11,153,0,44,2,13,0,5,2,87,0
2014-03-10,173,0,47,0,12,1,0,3,110,0
2001-12-17,89,0,0,14,63,1,0,0,11,0
2001-12-16,92,0,6,5,8,6,0,0,67,0
2001-12-15,96,0,0,4,51,0,1,0,40,0
2008-12-29,41,0,0,0,18,0,0,1,22,0
2008-12-28,41,0,3,0,19,0,0,6,13,0
2008-12-27,44,0,0,0,38,1,0,1,4,0
2008-12-26,120,0,7,0,97,0,0,0,16,0
2008-12-25,168,0,18,0,136,1,0,0,13,0
2001-12-14,505,0,8,31,367,2,0,1,96,0
2008-12-23,88,0,14,0,62,0,0,0,12,0
2008-12-22,76,0,22,0,43,0,1,0,10,0
2008-12-21,52,0,0,0,40,0,0,0,12,0
2008-12-20,187,0,7,0,162,0,0,3,15,0
2001-12-19,314,0,18,42,192,0,0,1,61,0
2001-12-18,226,0,25,46,110,3,1,0,41,0
2007-09-29,2688,0,75,1817,343,0,0,2,451,0
2010-06-09,568,0,7,229,142,0,0,3,187,0
2010-06-08,461,0,16,56,275,12,1,0,101,0
2010-06-07,437,0,19,94,100,3,0,0,221,0
2010-06-06,244,0,9,102,32,0,0,1,100,0
2010-06-05,531,0,1,95,51,0,0,0,384,0
2010-06-04,427,0,15,201,60,39,0,19,93,0
2010-06-03,163,0,5,69,29,9,4,6,41,0
2010-06-02,565,0,1,456,21,15,0,10,62,0
2010-06-01,112,0,6,58,27,0,1,4,16,0
2001-04-29,317,0,12,112,11,0,0,2,180,0
2005-05-16,569,0,64,347,48,5,18,24,63,0
2005-06-09,430,0,21,136,57,25,1,6,184,0
2005-06-08,431,0,75,172,58,3,27,30,66,0
2005-06-01,1273,0,141,663,82,7,20,26,334,0
2005-06-03,787,0,148,268,44,56,10,32,229,0
2005-06-02,1008,0,87,331,83,70,24,26,387,0
2005-06-05,328,0,30,86,44,6,2,3,157,0
2005-06-04,757,0,39,274,28,14,0,2,400,0
2005-06-07,429,0,118,51,87,66,1,17,89,0
2005-06-06,568,7,112,164,46,43,0,2,194,0
2017-08-11,462,0,78,173,133,0,0,0,78,0
2017-08-10,645,0,71,420,75,0,3,2,74,0
2017-08-13,527,0,75,255,121,2,0,12,62,0
2017-08-12,482,0,43,264,78,1,0,0,96,0
2017-08-15,687,0,79,343,170,1,0,0,94,0
2017-08-14,602,0,49,362,109,3,1,14,64,0
2017-08-17,723,0,117,335,112,2,0,0,157,0
2017-08-16,835,0,157,313,263,0,0,0,102,0
2017-08-19,717,0,41,283,235,14,0,2,142,0
2017-08-18,800,0,159,255,225,8,0,0,153,0
2017-03-14,109,0,32,2,3,19,4,4,45,0
2017-03-15,254,0,54,1,18,4,0,5,172,0
2017-03-16,471,0,51,8,5,35,0,0,372,0
2017-03-17,751,0,115,29,25,43,1,9,529,0
2017-03-10,236,0,83,8,30,15,6,11,83,0
2017-03-11,181,0,88,7,26,0,0,0,60,0
2017-03-12,68,0,27,5,13,0,0,5,18,0
2017-03-13,64,0,16,2,20,0,0,6,20,0
2017-03-18,191,0,10,22,14,7,0,6,132,0
2017-03-19,225,0,19,39,4,14,4,32,113,0
2014-11-21,1125,0,25,387,602,0,0,11,100,0
2014-11-20,649,0,8,256,289,0,0,0,96,0
2014-11-23,1036,0,34,222,391,0,0,2,387,0
2014-11-22,859,0,18,324,253,0,0,1,263,0
2014-11-25,696,0,3,45,360,1,0,2,285,0
2014-11-24,934,0,85,270,168,2,0,0,409,0
2014-11-27,341,0,32,74,126,0,1,6,102,0
2014-11-26,393,0,5,85,146,0,0,0,157,0
2014-11-29,251,0,5,74,65,7,0,6,94,0
2014-11-28,319,0,3,45,166,0,0,5,100,0
2007-10-19,1624,0,34,689,489,1,15,0,396,0
2007-10-18,2369,0,17,1381,254,5,2,4,706,0
2007-10-13,2704,0,24,1474,648,0,0,0,558,0
2007-10-12,1491,0,1,833,261,2,0,0,394,0
2007-10-11,1881,0,13,1391,128,0,5,0,344,0
2007-10-10,1334,0,8,855,236,4,1,6,224,0
2007-10-17,2165,0,22,1010,622,0,10,7,494,0
2007-10-16,2160,0,69,912,404,1,1,0,773,0
2007-10-15,3021,0,34,1851,561,0,9,1,565,0
2007-10-14,2537,0,25,1267,510,0,0,1,734,0
2013-10-30,788,0,17,65,189,0,0,5,512,0
2013-10-31,838,0,25,124,279,5,4,10,391,0
2017-12-16,1098,0,31,199,200,7,4,5,652,0
2017-12-17,1014,0,5,175,343,10,0,0,481,0
2017-12-14,996,0,10,146,443,0,1,1,395,0
2017-12-15,1145,0,16,179,405,2,4,1,538,0
2017-12-12,842,0,21,260,296,0,0,4,261,0
2017-12-13,1224,0,8,492,447,3,0,1,273,0
2017-12-10,1170,0,19,492,506,0,0,1,152,0
2017-12-11,1397,0,29,825,308,0,0,2,233,0
2017-12-18,1147,0,16,344,412,96,1,0,278,0
2017-12-19,1477,0,23,329,496,82,0,0,547,0
2015-05-18,916,0,157,247,78,3,1,44,386,0
2015-05-19,577,0,6,385,35,5,0,0,146,0
2015-05-14,1753,0,72,947,288,4,1,3,438,0
2015-05-15,1681,0,99,948,98,10,0,18,508,0
2015-05-16,990,0,135,522,68,16,4,13,232,0
2015-05-17,1415,1,121,758,34,42,1,57,401,0
2015-05-10,1433,0,19,618,103,3,0,0,690,0
2015-05-11,1173,0,21,356,129,4,0,3,660,0
2015-05-12,1076,0,25,449,146,4,0,2,450,0
2015-05-13,1923,0,19,974,194,10,0,2,724,0
2002-03-01,56,0,9,37,9,0,0,0,1,0
2002-03-03,48,0,15,24,3,1,0,0,5,0
2002-03-02,26,0,2,16,7,0,0,0,1,0
2002-03-05,127,0,20,75,9,7,1,4,11,0
2002-03-04,87,0,26,27,4,15,0,5,10,0
2002-03-07,102,0,1,76,1,5,0,0,19,0
2002-03-06,168,0,58,29,37,1,0,19,24,0
2002-03-09,94,0,2,43,17,0,2,2,28,0
2002-03-08,149,0,44,38,41,1,0,6,19,0
2010-05-08,1023,0,24,227,44,12,0,3,713,0
2010-05-09,465,0,26,71,13,1,0,12,342,0
2010-05-06,1323,0,29,283,69,8,0,8,926,0
2010-05-07,1140,0,40,359,31,1,4,2,703,0
2010-05-04,316,0,72,8,8,1,0,9,218,0
2010-05-05,1026,0,22,234,23,1,3,5,738,0
2010-05-02,292,0,90,15,13,6,1,15,152,0
2010-05-03,733,0,121,55,8,136,30,86,297,0
2010-05-01,570,0,30,55,16,122,0,116,231,0
2017-04-15,434,0,238,22,13,12,7,84,58,0
2017-04-14,248,0,105,10,34,9,0,40,50,0
2017-04-17,351,0,133,9,24,17,19,43,106,0
2017-04-16,209,0,73,1,45,10,2,29,49,0
2017-04-11,963,0,280,78,36,84,10,20,455,0
2017-04-10,552,0,87,115,41,3,1,0,305,0
2017-04-13,1165,0,265,45,51,155,23,420,206,0
2017-04-12,693,0,174,21,46,158,2,114,178,0
2017-04-19,701,0,304,6,59,9,28,91,204,0
2017-04-18,1036,0,227,20,84,95,12,461,137,0
2014-08-09,838,0,15,612,38,0,0,0,173,0
2014-08-08,629,0,54,298,162,0,0,0,115,0
2001-04-27,337,0,15,141,42,14,0,7,118,0
2014-08-01,418,0,211,76,85,0,0,0,46,0
2014-08-03,445,0,43,149,93,1,0,0,159,0
2014-08-02,433,0,99,183,72,1,0,0,78,0
2014-08-05,670,0,28,322,129,5,0,0,186,0
2014-08-04,828,0,18,552,97,3,0,4,154,0
2014-08-07,709,0,19,297,113,0,0,0,280,0
2014-08-06,1115,0,50,722,111,0,0,0,232,0
2011-05-07,322,0,95,63,43,6,0,0,115,0
2011-05-06,798,0,25,404,21,53,0,34,261,0
2011-05-05,832,0,142,254,80,9,1,27,319,0
2011-05-04,946,0,92,378,16,7,9,16,428,0
2011-05-03,535,0,30,293,25,0,0,32,155,0
2011-05-02,517,0,7,214,56,7,0,5,228,0
2011-05-01,579,0,78,308,35,0,0,0,158,0
2016-05-16,336,0,102,68,45,5,1,20,95,0
2011-05-09,467,0,74,226,19,23,6,19,100,0
2011-05-08,228,0,49,91,3,1,0,16,68,0
2003-11-03,1627,1,25,730,530,2,6,3,330,0
2003-11-02,1489,0,17,320,781,0,1,0,370,0
2003-11-01,1274,0,16,666,301,0,0,0,291,0
2003-11-07,1518,0,10,310,849,3,15,1,330,0
2003-11-06,1858,0,13,337,637,9,26,14,822,0
2003-11-05,1782,0,25,599,509,0,3,3,643,0
2003-11-04,1976,0,27,343,819,15,2,3,767,0
2003-11-09,1204,0,6,131,463,0,2,0,602,0
2003-11-08,1577,0,7,359,281,4,13,10,903,0
2006-07-09,672,0,15,383,26,1,0,2,245,0
2006-07-08,416,0,21,181,60,0,0,0,154,0
2011-10-03,3173,0,4,1568,1031,211,0,0,358,1
2011-10-02,3695,0,2,1496,1409,58,1,0,729,0
2011-10-05,1874,0,0,796,542,99,0,0,437,0
2011-10-04,2948,0,6,1379,947,5,8,6,597,0
2011-10-07,1824,0,2,568,796,74,0,0,384,0
2011-10-06,1689,0,0,635,305,84,0,0,665,0
2006-07-01,205,0,15,103,31,0,0,0,56,0
2011-10-08,1598,0,0,735,419,57,0,0,387,0
2006-07-03,223,0,18,71,65,0,0,0,69,0
2006-07-02,391,0,19,236,34,0,0,0,102,0
2006-07-05,153,0,21,26,69,1,0,0,36,0
2006-07-04,491,0,55,222,53,2,0,3,156,0
2006-07-07,564,0,23,171,75,0,0,0,295,0
2006-07-06,541,0,49,262,54,0,0,4,172,0
2009-06-27,141,0,1,72,42,1,0,0,25,0
2012-12-01,1921,0,35,310,1373,73,36,0,94,0
2012-12-02,1382,0,4,274,997,34,14,2,57,0
2012-12-03,1977,0,24,110,1736,11,7,1,88,0
2012-12-04,1755,0,42,372,1177,33,0,0,131,0
2012-12-05,4514,0,91,405,3804,8,0,0,206,0
2012-12-06,2807,0,31,767,1716,23,0,4,266,0
2012-12-07,2476,0,9,411,1573,5,3,0,475,0
2012-12-08,2143,0,0,474,1427,6,7,13,216,0
2012-12-09,1411,0,6,85,1043,33,0,10,234,0
2009-06-29,189,0,2,115,43,1,0,0,28,0
2009-06-28,245,0,1,154,63,0,0,2,25,0
2013-04-17,346,0,9,13,59,36,6,35,188,0
2002-11-02,3705,0,13,1355,363,285,11,0,1678,0
2002-11-03,3529,0,137,1243,306,174,0,1,1668,0
2002-11-01,6285,0,65,1983,641,820,1,2,2773,0
2002-11-06,3074,0,340,1001,683,168,0,1,881,0
2002-11-07,3450,0,236,1323,408,53,19,10,1401,0
2002-11-04,3198,0,290,1135,636,226,0,1,910,0
2002-11-05,3298,0,245,1011,525,300,0,3,1214,0
2002-11-08,3339,0,509,680,821,32,0,1,1296,0
2002-11-09,4099,0,377,1335,434,52,1,1,1899,0
2002-04-30,318,0,53,54,40,15,19,6,131,0
2015-11-28,757,0,15,139,203,1,0,2,397,0
2015-11-29,985,0,15,412,87,13,0,0,458,0
2015-11-24,1314,0,13,308,389,1,1,0,601,1
2015-11-25,1049,0,31,274,292,18,0,0,434,0
2015-11-26,1160,0,27,194,518,4,0,0,417,0
2015-11-27,1021,0,46,410,226,0,0,0,339,0
2015-11-20,1630,0,21,551,433,23,0,1,601,0
2015-11-21,1391,0,8,487,543,7,1,0,345,0
2015-11-22,1695,0,2,682,278,2,0,3,728,0
2015-11-23,1310,0,12,369,193,0,0,0,736,0
2013-05-30,253,0,17,166,27,6,0,7,30,0
2013-05-31,144,0,15,108,12,0,0,2,7,0
2009-04-30,1411,0,89,685,81,30,8,78,440,0
2010-01-02,48,0,0,0,7,3,1,0,37,0
2010-01-03,202,0,1,0,75,0,8,0,118,0
2010-01-01,71,0,1,0,18,4,6,0,42,0
2010-01-06,374,0,15,0,18,0,14,1,326,0
2010-01-07,245,0,6,0,33,0,14,7,185,0
2010-01-04,236,0,1,0,24,0,17,1,193,0
2010-01-05,201,0,12,0,67,0,5,1,116,0
2010-01-08,130,0,6,0,38,0,0,5,81,0
2010-01-09,139,0,19,0,37,1,6,2,74,0
2001-10-26,1189,0,11,329,15,0,0,2,832,0
2005-06-23,212,0,0,131,28,1,0,0,52,0
2005-06-22,261,0,4,141,8,2,0,0,106,0
2005-06-21,84,0,7,26,31,0,0,1,19,0
2005-06-20,121,0,0,77,12,2,0,0,30,0
2005-06-27,861,0,5,618,18,22,11,10,177,0
2005-06-26,257,0,35,155,16,0,4,4,43,0
2005-06-25,349,0,8,214,26,5,5,5,86,0
2005-06-24,399,0,9,304,11,0,4,3,68,0
2005-06-29,975,0,0,726,3,36,13,8,189,0
2005-06-28,473,0,67,286,7,6,18,16,73,0
2017-08-31,988,0,71,425,208,1,0,0,283,0
2017-08-30,1086,0,94,411,330,0,0,1,250,0
2016-06-18,260,0,0,156,5,0,0,0,99,0
2016-06-19,163,0,0,86,9,0,0,0,68,0
2016-06-16,283,0,26,156,21,0,0,0,80,0
2016-06-17,167,0,1,74,52,0,0,0,40,0
2016-06-14,344,0,19,160,39,2,0,0,124,0
2016-06-15,401,0,55,223,24,8,0,7,84,0
2016-06-12,457,0,15,288,50,2,0,0,102,0
2016-06-13,916,0,15,728,13,3,1,4,152,0
2016-06-10,341,0,1,94,150,0,0,0,96,0
2016-06-11,639,0,2,461,27,2,0,0,147,0
2015-09-27,1032,0,35,398,216,0,3,4,376,0
2013-10-10,1128,0,107,139,400,0,0,0,482,0
2013-10-11,878,0,25,227,278,5,2,1,340,0
2013-10-12,812,0,10,123,339,8,0,2,330,0
2013-10-13,470,0,36,118,160,0,0,2,154,0
2013-10-14,541,0,47,51,221,4,0,0,218,0
2013-10-15,479,0,50,43,246,3,3,2,132,0
2013-10-16,685,0,101,63,106,4,0,0,411,0
2013-10-17,716,0,252,89,139,0,0,0,236,0
2013-10-18,831,0,199,100,108,0,0,13,411,0
2013-10-19,911,0,187,52,320,4,2,15,331,0
2014-11-09,1326,0,10,378,517,9,0,0,412,0
2014-11-08,1483,0,9,459,329,20,3,4,659,0
2014-11-03,1211,0,19,353,259,37,0,2,541,0
2014-11-02,1589,0,53,261,238,77,0,0,960,0
2014-11-01,2307,0,47,684,381,25,0,0,1170,0
2014-11-07,1226,0,6,221,433,49,0,0,517,0
2014-11-06,1325,0,6,229,96,80,1,5,908,0
2014-11-05,936,0,5,112,201,43,0,4,571,0
2014-11-04,938,0,4,205,103,47,0,2,577,0
2017-12-30,441,0,1,69,293,0,0,1,77,0
2017-12-31,388,0,0,44,266,1,0,1,76,0
2014-04-05,429,0,9,31,28,56,12,105,188,0
2014-04-04,277,0,3,10,9,74,2,58,121,0
2014-04-07,269,0,89,6,12,12,26,11,113,0
2014-04-06,175,0,5,2,20,10,14,78,46,0
2014-04-01,564,0,168,7,21,17,31,134,186,0
2014-04-03,562,0,22,11,14,8,2,10,495,0
2014-04-02,688,0,306,0,33,3,0,11,335,0
2014-04-09,122,0,15,1,10,0,1,0,95,0
2014-04-08,388,0,90,5,37,0,0,7,249,0
2005-02-09,74,0,0,1,4,3,1,0,65,0
2005-02-08,266,0,28,0,149,1,0,0,88,0
2005-02-05,874,0,31,33,80,25,0,0,705,0
2005-02-04,212,0,20,7,84,17,0,0,84,0
2005-02-07,290,0,44,0,212,2,0,0,32,0
2005-02-06,226,0,17,0,125,27,0,0,57,0
2005-02-01,229,0,13,4,47,15,0,4,146,0
2005-02-03,178,0,26,15,81,5,0,0,51,0
2005-02-02,194,0,8,3,70,14,0,0,99,0
2008-09-18,491,0,33,197,158,0,0,1,102,0
2008-09-19,697,0,34,82,515,0,0,0,66,0
2008-09-16,522,0,28,210,195,1,0,3,85,0
2008-09-17,585,0,17,154,361,0,6,0,47,0
2008-09-14,359,0,9,115,157,0,0,0,78,0
2008-09-15,429,0,19,78,232,0,0,0,100,0
2008-09-12,586,0,33,98,354,3,0,1,97,0
2008-09-13,594,0,24,196,250,9,0,9,106,0
2008-09-10,813,0,72,390,248,0,0,2,101,0
2008-09-11,861,0,31,594,99,1,6,0,130,0
2001-11-12,700,0,4,27,388,0,0,0,281,0
2001-11-13,390,0,47,19,223,0,2,0,99,0
2001-11-10,601,0,0,55,307,2,0,0,237,0
2001-11-11,397,0,4,25,24,0,0,0,344,0
2001-11-16,594,0,5,31,250,0,0,0,308,0
2001-11-17,640,0,0,133,381,2,0,0,124,0
2001-11-14,574,0,0,14,312,4,0,1,243,0
2001-11-15,412,0,0,85,156,0,0,0,171,0
2001-11-18,601,0,4,124,245,0,0,0,228,0
2001-11-19,1496,0,6,241,949,1,0,0,299,0
2007-06-29,205,0,1,121,45,1,1,0,36,0
2007-06-28,466,0,0,390,47,3,2,2,22,0
2007-06-25,21,0,6,1,0,7,1,1,5,0
2007-06-24,70,0,6,30,17,0,0,1,16,0
2007-06-27,210,0,4,177,13,0,0,0,16,0
2007-06-26,166,0,7,131,1,1,0,0,26,0
2007-06-21,71,0,6,5,21,0,12,0,27,0
2007-06-20,21,0,3,0,1,0,4,0,13,0
2007-06-23,59,0,6,24,21,2,1,1,4,0
2007-06-22,64,0,10,3,37,1,6,0,7,0
2002-03-29,91,0,1,16,20,0,0,0,54,0
2005-09-30,1136,0,28,491,504,0,0,4,109,0
2010-05-20,132,0,15,15,11,6,2,5,78,0
2010-05-21,175,0,51,12,6,35,7,22,42,0
2010-05-22,94,0,26,0,30,25,0,7,6,0
2010-05-23,126,0,47,14,24,0,3,34,4,0
2010-05-24,49,0,2,12,12,0,0,6,17,0
2010-05-25,49,0,1,1,32,3,0,0,12,0
2010-05-26,121,0,11,36,6,0,0,0,68,0
2010-05-27,107,0,7,14,40,1,2,0,43,0
2010-05-28,90,0,5,51,14,1,0,0,19,0
2010-05-29,23,0,0,1,9,0,0,0,13,0
2017-04-30,319,0,72,65,72,1,11,2,96,0
2008-10-30,1581,0,39,247,927,109,0,34,225,0
2008-10-31,973,0,31,362,425,0,2,2,151,0
2014-08-23,1055,0,5,552,67,0,0,1,430,0
2014-08-22,1090,0,18,732,97,0,0,13,230,0
2014-08-21,832,0,7,370,128,5,0,1,321,0
2014-08-20,1199,0,9,804,82,0,3,1,300,0
2014-08-27,1329,0,19,775,156,10,1,18,350,0
2014-08-26,924,0,8,346,203,2,2,0,363,0
2014-08-25,1531,0,10,905,91,0,1,0,524,0
2014-08-24,1113,0,14,496,173,0,0,0,430,0
2014-08-29,1231,0,29,620,273,8,2,15,284,0
2014-08-28,1046,0,13,353,350,10,0,1,319,0
2001-07-06,270,0,10,153,29,0,0,0,78,0
2001-07-07,132,0,0,27,87,1,0,0,17,0
2001-07-04,309,0,22,103,45,2,2,0,135,0
2001-07-05,248,0,4,94,85,1,0,0,64,0
2011-04-28,1079,0,265,185,19,42,1,126,441,0
2011-04-29,1054,0,233,255,34,59,0,190,283,0
2011-04-22,360,0,46,199,31,1,0,1,82,0
2011-04-23,484,0,147,123,39,1,0,7,167,0
2011-04-20,769,0,5,403,40,33,1,0,287,0
2011-04-21,447,0,10,162,31,2,0,2,240,0
2011-04-26,847,0,266,215,11,45,7,188,115,0
2011-04-27,1335,0,256,274,7,231,18,262,287,0
2011-04-24,464,0,124,241,14,4,0,21,60,0
2011-04-25,640,0,144,162,8,38,0,120,168,0
2012-03-03,43,0,1,0,16,0,0,0,26,0
2001-03-06,42,0,12,0,11,14,0,0,5,0
2001-03-07,102,0,38,0,36,20,0,1,7,0
2001-03-04,24,0,9,0,8,0,0,0,7,0
2001-03-05,75,0,30,0,29,1,0,0,15,0
2001-03-02,69,0,27,0,13,3,4,1,21,0
2001-03-03,66,0,11,0,25,1,0,4,25,0
2006-07-25,467,0,0,353,25,1,0,0,88,0
2001-03-01,91,0,17,16,39,4,1,1,13,0
2006-07-29,625,0,17,434,75,0,0,0,99,0
2006-07-28,269,0,3,142,56,1,0,0,67,0
2001-03-08,139,0,56,0,48,12,1,1,21,0
2001-03-09,94,0,19,4,35,15,1,0,20,0
2016-01-13,226,0,20,7,134,4,1,0,60,0
2010-09-25,114,0,9,24,52,2,0,0,27,0
2010-09-26,287,1,20,147,17,0,5,3,94,0
2016-01-10,287,0,22,41,34,1,0,7,182,0
2010-09-20,172,0,14,48,2,0,0,1,107,0
2016-01-16,187,0,8,54,15,0,61,1,48,0
2010-09-22,344,0,11,92,7,0,0,3,231,0
2010-09-23,140,0,10,28,72,0,1,0,29,0
2003-03-31,257,0,68,25,30,26,30,46,32,0
2003-03-30,88,0,24,22,7,0,4,0,31,0
2009-12-31,61,0,2,2,6,0,0,0,51,0
2009-12-30,303,0,1,22,61,3,0,3,213,0
2015-06-02,880,0,33,655,62,2,3,3,122,0
2015-06-03,376,0,28,172,59,3,0,2,112,0
2011-10-29,1864,0,0,515,968,0,0,0,381,0
2015-06-01,186,0,17,76,9,0,0,1,83,0
2015-06-06,641,0,15,408,114,4,0,2,98,0
2015-06-07,615,0,8,365,57,1,0,3,181,0
2015-06-04,1022,0,62,591,59,8,1,2,299,0
2015-06-05,772,0,7,371,148,4,0,4,238,0
2011-10-23,1059,0,22,169,492,32,0,0,344,0
2011-10-22,869,0,9,315,190,48,2,0,305,0
2011-10-21,1198,0,42,234,526,23,1,0,372,0
2011-10-20,2552,0,51,636,356,76,6,9,1418,0
2011-10-27,2362,0,3,395,1353,25,0,4,582,0
2011-10-26,2682,0,17,650,1319,13,0,0,683,0
2011-10-25,1842,0,22,439,794,26,0,0,561,0
2011-10-24,1180,0,18,470,279,66,0,0,347,0
2002-11-24,952,0,111,43,342,0,0,0,456,0
2002-11-25,770,0,115,43,321,0,0,0,291,0
2002-11-26,765,0,148,22,321,0,0,0,274,0
2002-11-27,458,0,57,81,224,0,0,0,96,0
2002-11-20,1080,0,17,81,286,0,0,0,696,0
2002-04-12,132,0,22,29,24,1,0,2,54,0
2002-11-22,901,0,26,57,328,7,0,1,482,0
2002-11-23,778,0,21,103,139,1,4,0,510,0
2002-11-28,395,0,8,32,173,0,4,7,171,0
2002-11-29,356,0,6,56,140,1,0,0,153,0
2002-04-19,220,0,2,177,14,2,2,0,23,0
2002-04-18,397,0,11,284,27,3,2,4,66,0
2008-01-06,236,0,15,7,19,0,0,3,192,0
2007-09-02,1439,0,15,669,50,0,0,5,700,0
2007-09-03,1347,0,42,215,76,0,1,2,1011,0
2007-09-01,990,0,50,282,177,1,0,0,480,0
2007-09-06,1302,0,7,821,58,8,4,1,403,0
2007-09-07,1689,0,25,977,24,4,6,3,650,0
2007-09-04,1561,0,16,819,18,2,2,4,700,0
2007-09-05,1567,0,19,553,47,7,3,6,932,0
2007-09-08,895,0,7,421,93,1,15,0,358,0
2007-09-09,1500,0,11,916,32,1,3,1,536,0
2007-02-21,484,0,5,42,40,122,4,4,267,0
2007-02-20,564,0,12,44,42,131,3,3,329,0
2007-02-23,222,0,19,3,40,28,0,1,131,0
2007-02-22,459,0,20,10,23,196,16,3,191,0
2007-02-25,178,0,8,5,63,0,13,0,89,0
2007-02-24,103,0,1,17,32,1,0,0,52,0
2007-02-27,147,0,5,1,70,2,2,0,67,0
2007-02-26,111,0,1,9,60,0,18,0,23,0
2007-02-28,115,0,13,5,59,0,1,0,37,0
2009-04-18,461,0,67,111,12,5,5,42,219,0
2009-04-19,423,0,26,66,30,68,3,37,193,0
2009-04-14,582,0,8,45,0,59,103,68,299,0
2009-04-15,586,0,4,31,18,8,1,2,522,0
2009-04-16,530,0,63,8,12,2,0,69,376,0
2009-04-17,425,0,28,24,15,7,1,22,328,0
2009-04-10,212,0,8,11,0,1,0,12,180,0
2009-04-11,130,0,2,36,0,2,10,20,60,0
2009-04-12,188,0,1,21,3,1,3,24,135,0
2009-04-13,291,0,3,25,4,0,23,4,232,0
2010-01-24,186,0,16,12,133,1,4,3,17,0
2010-01-25,179,0,7,11,112,4,2,7,36,0
2010-01-26,157,0,25,2,91,0,0,0,39,0
2010-01-27,142,0,11,0,98,0,5,1,27,0
2010-01-20,384,0,37,9,301,20,0,1,16,0
2010-01-21,402,0,23,6,356,0,0,0,17,0
2010-01-22,158,0,22,18,72,5,0,29,12,0
2010-01-23,234,0,28,2,188,0,5,1,10,0
2010-01-28,160,0,6,0,100,7,0,1,46,0
2010-01-29,169,0,5,1,18,36,21,2,86,0
2016-06-30,460,0,7,192,188,0,0,0,73,0
2003-12-11,393,0,9,36,168,8,23,0,149,0
2003-12-10,474,0,24,132,117,26,1,0,174,0
2003-12-13,527,0,15,12,154,23,0,0,323,0
2003-12-12,365,0,11,67,104,9,0,0,174,0
2003-12-15,178,0,23,16,61,2,0,6,70,0
2003-12-14,433,0,9,13,168,6,0,4,233,0
2003-12-17,63,0,2,7,14,0,0,0,40,0
2003-12-16,126,0,12,5,44,0,4,0,61,0
2003-12-19,140,0,23,2,74,0,0,0,41,0
2003-12-18,110,0,4,10,61,0,0,0,35,0
2013-06-18,400,0,21,261,40,0,1,0,77,0
